channel_id,long_id,source,pred_Y,new_handle,new_title,new_description,old_handle,old_title,V1,V2,V3,V4,V5,V6,L1,L2,L3,L4,L5,L6,C1,C2,C3,C4,C5,C6,D1,D2,D3,D4,D5,R1,R2,DB1,DB2,DB3,DB4,DB5,N1,VPD1,VPD2,VPD3,VPD4,VPD5,VPW1,VPW2,VPW3,VPW4,VPW5,VPM1,VPM2,VPM3,VPM4,VPM5,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,pred_T2,pred_T7,pred_T9,pred_T8,pred_T14,pred_T11,pred_T13,pred_T6,pred_T5,pred_T1,pred_T3,pred_T12,pred_T4,pred_T10,unclassified,model,prompt_name,Y,X,S1
UC_E1gk61u78xlzsvpd23-yA,UC_E1gk61u78xlzsvpd23-yA,socialblade_baseline,0,,,,,,3118,26873,10441.42857,8101.631314,7856,73090,7,200,87.85714286,86.48974616,39,615,0,34,10.14285714,14.12360402,2,71,111,261,209.7142857,47.9156004,220,10,144,1,114,48.16666667,53.45808327,31,7,1,1,1,0,1,1,2,1.166666667,0.40824829,1,1,3,1.4,0.894427191,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,OpenAI,TOPIC_EXTRACTION_FEWSHOT_0426,0,3602,1670
UC_eFdVuFBa_zl4ZvRe-0LjA,UC_eFdVuFBa_zl4ZvRe-0LjA_socialblade_@SereneNatureVibes1_@Zamaninizlerii1,socialblade,1,@Zamaninizlerii1,Zamanın İzleri,"📜 Zamanın İzleri - Geçmişin Perdesini Arala! ⏳

Tarihin tozlu sayfalarını aralayıp, en ilginç ve bilinmeyen olayları keşfetmeye hazır mısın? ""Zamanın İzleri"" kanalında, geçmişin gizemli hikayelerini, unutulmaz savaşları, tarihi karakterlerin sırlarını ve çok daha fazlasını kısa ama etkileyici videolarla sunuyoruz!

✅ Tarihi olaylar
✅ Gizemli geçmiş hikayeleri
✅ Kısa ve etkileyici anlatımlar

Tarih meraklıları için mükemmel bir adres! Hemen abone ol ve zaman yolculuğuna çık! 🔥
",@SereneNatureVibes1,Serenity Sounds: Nature & Meditation,5,3413,672.4285714,1239.456044,60,4707,0,46,13,17.61628035,2,91,0,0,0,0,0,0,9,908,152.7142857,333.1549761,29,1,3,0,15,4,5.796550698,1,7,1,1,1,0,1,1,4,2.333333333,1.527525232,2,3,4,3.5,0.707106781,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,AzureOpenAI,TOPIC_EXTRACTION_FEWSHOT_0426,NA,835,2050
UC_EViyC0Ymio4YEc-EInecg,UC_EViyC0Ymio4YEc-EInecg_socialblade_@DuoMotionsDTV_@aikoedits,socialblade,1,@aikoedits,aiko-okica - Videos,,@DuoMotionsDTV,Amir Eboza - Videos,60,3161,936.9444444,768.2512971,740.5,16865,4,114,33.61111111,26.14470791,35,605,0,27,9.944444444,9.129604219,8,179,7,91,32.16666667,24.0128642,25,15,148,0,126,26.76470588,34.18064038,12,18,1,3,1.125,0.5,1,1,4,1.384615385,0.869718493,1,1,4,2.25,1.035098339,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,AzureOpenAI,TOPIC_EXTRACTION_FEWSHOT_0426,NA,3838,1010
UC_Ew8Aa0uAm2nuEdjC4WQgw,UC_Ew8Aa0uAm2nuEdjC4WQgw,socialblade_baseline,0,,,,,,0,75,14.44444444,29.09515042,0,130,0,11,2.666666667,3.968626967,1,24,0,13,1.444444444,4.333333333,0,13,0,540,74.88888889,179.9586372,0,102,106,0,2671,386.375,927.8030791,36.5,9,1,3,1.5,0.836660027,1,1,3,1.5,0.836660027,1,1,3,1.5,0.836660027,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,AzureOpenAI,TOPIC_EXTRACTION_FEWSHOT_0426,0,3801,1300
UC_fTZxBgKENkd4V5mEyRFeg,UC_fTZxBgKENkd4V5mEyRFeg,socialblade_baseline,0,,,,,,2,446,48.5,115.752398,7,873,0,13,1.388888889,3.164860166,0,25,0,0,0,0,0,0,18,6283,566.3333333,1581.538901,61,61,64,0,1656,108.5882353,400.1626324,0,18,1,6,2.25,1.908627031,1,1,8,3.6,2.701851217,3,1,8,3.6,2.701851217,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,AzureOpenAI,TOPIC_EXTRACTION_FEWSHOT_0426,0,554,1080
UC_G53kQy3Pv1RVkQuOmr47w,UC_G53kQy3Pv1RVkQuOmr47w_socialblade_@TheBetterLivingFacility_@TalkThatTalkSevyn,socialblade,1,@TalkThatTalkSevyn,Talk That Talk Sevyn - Live,"Chopping it up with, 7️⃣ breaking down narratives, and reacting to everyday scenarios7️⃣",@TheBetterLivingFacility,The Better Living Facility,0,463278,99915.28571,181519.9908,217,699407,0,921,297.4285714,423.7148637,28,2082,0,200,46.85714286,77.16309258,7,328,0,28016,4203.857143,10502.48757,329,182,182,4,4170,921.1666667,1652.669285,93.5,7,1,1,1,0,1,1,2,1.166666667,0.40824829,1,1,2,1.166666667,0.40824829,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,AzureOpenAI,TOPIC_EXTRACTION_FEWSHOT_0426,NA,628,5100
UC_G6dHSA3JROW4xToO3Cs7Q,UC_G6dHSA3JROW4xToO3Cs7Q,socialblade_baseline,0,,,,,,0,1566615,86322.24,259288.8653,6383,4316112,0,8372,426.32,1289.925523,44,21316,0,695,40.74,125.2543225,1.5,2037,0,568,128.62,130.7362027,75,36,107,0,680,21.89795918,97.8468712,1,50,1,3,1.351351351,0.58766091,1,1,11,2.631578947,2.586514736,2,1,13,4.545454545,4.524679798,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,AzureOpenAI,TOPIC_EXTRACTION_FEWSHOT_0426,0,1478,9170
UC_gU9t6SQXARyPmyRHq04Vw,UC_gU9t6SQXARyPmyRHq04Vw,socialblade_baseline,0,,,,,,1062,635198,226678.6667,354432.1596,43776,680036,6,3694,1318.666667,2060.893334,256,3956,2,161,61,87.0689382,20,183,207,339,292,73.74957627,330,4,160,65,73,69,5.656854249,69,3,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,AzureOpenAI,TOPIC_EXTRACTION_FEWSHOT_0426,0,3052,2540
UC_hAkOW0OTs76kpzZF8xXug,UC_hAkOW0OTs76kpzZF8xXug,socialblade_baseline,0,,,,,,60,59894,9358.019608,14720.42111,2349,477259,1,897,107.7843137,162.146639,39,5497,0,84,14.1372549,18.63225119,7,721,56,678,384.5294118,172.4683569,363,106,147,0,1337,63.88,195.029735,13,51,1,2,1.02,0.141421356,1,1,2,1.159090909,0.369989429,1,1,7,1.821428571,1.334820599,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,AzureOpenAI,TOPIC_EXTRACTION_FEWSHOT_0426,0,422,3800
UC_hKmJb9H2Y2nYJbFYIxx0g,UC_hKmJb9H2Y2nYJbFYIxx0g,socialblade_baseline,0,,,,,,0,21280,240.2225275,1368.818482,13.5,87441,0,124,3.18956044,12.09989645,1,1161,0,40,0.365384615,2.503113128,0,133,0,2084,90.51923077,174.8927642,51,120,121,0,558,9.831955923,36.86531966,0,364,1,13,2.056497175,1.990652914,1,1,19,2.778625954,2.831933496,2,1,19,5.352941176,4.387106978,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,AzureOpenAI,TOPIC_EXTRACTION_FEWSHOT_0426,0,2909,1300
UC_hnmP-Ie_ICVyf_aMLyBCQ,UC_hnmP-Ie_ICVyf_aMLyBCQ,socialblade_baseline,0,,,,,,151,3383161,55343.84615,284835.441,3626,10072580,0,16360,272.1703297,1309.775688,42,49535,0,396,20.05494505,38.28199024,13,3650,96,667,221.1318681,78.60921021,206.5,176,186,0,929,29.13259669,91.41160933,6,182,1,3,1.04,0.22386367,1,1,5,1.467741935,0.769705718,1,1,10,2.8,2.078160244,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,AzureOpenAI,TOPIC_EXTRACTION_FEWSHOT_0426,0,4457,8660
UC_hUxsj3qVA7SKnnLy5XnEg,UC_hUxsj3qVA7SKnnLy5XnEg,socialblade_baseline,0,,,,,,10865,1629240,338757.6667,526604.3606,126122,3048819,49,5110,1217.888889,1823.426955,244,10961,0,183,37.11111111,57.06891545,20,334,107,376,272.8888889,88.70237376,253,20,226,0,284,75,99.2586808,39,9,1,2,1.285714286,0.487950036,1,1,2,1.285714286,0.487950036,1,1,3,1.5,0.836660027,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,AzureOpenAI,TOPIC_EXTRACTION_FEWSHOT_0426,0,966,2760
UC_IPDR2o3ODVjq1ek072GqQ,UC_IPDR2o3ODVjq1ek072GqQ,socialblade_baseline,0,,,,,,63328,186353,114516,49460.19813,106769,572580,346,3416,1580,1256.703824,1321,7900,0,192,76.2,77.32528694,58,381,16,247,116.8,83.88504038,103,19,147,25,447,142.5,203.5133083,49,5,1,1,1,0,1,1,1,1,0,1,1,2,1.25,0.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,AzureOpenAI,TOPIC_EXTRACTION_FEWSHOT_0426,0,3388,12600
UC_IRGNECITD898QvJbcDjmA,UC_IRGNECITD898QvJbcDjmA_socialblade_@ty1ne_@bosiremusic,socialblade,1,@bosiremusic,BOSIRE,"Bosire is an Independent Kenyan Singer-Songwriter penning down the fragments of love & life. His passion for music dates back to the tender age of 5 till when he transitioned to singing in his high school choir. His taste in music has since developed and evolved from choral music to the soothing laidback R&B and Afro Fusion.
At the heart of  Bosi's work is a commitment to exploring and meticulously presenting new, authentically East African narratives. Drawing from a rich tapestry of influences, he weaves together sound and stories into a holistically original artistic work.
",@ty1ne,TY1NE,22,1716,687.7647059,530.1733831,477,11692,5,190,55.82352941,47.18346545,45,949,0,67,15.11764706,16.61656686,12,257,13,238,157.6470588,64.77744706,168,85,88,23,399,161.1875,127.1923576,104,17,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,AzureOpenAI,TOPIC_EXTRACTION_FEWSHOT_0426,NA,2882,4560
UC_jd0Uz6T7zAgBxC7Plc5Bg,UC_jd0Uz6T7zAgBxC7Plc5Bg,socialblade_baseline,0,,,,,,0,2960475,143031.6933,383499.6636,23612,10727377,0,37488,1602.813333,5053.4971,167,120211,0,7937,291.48,953.2832505,32,21861,0,701,146.4933333,132.661057,139,193,193,0,1096,79.22972973,196.9779591,5,75,1,16,1.442307692,2.108930233,1,1,18,1.704545455,2.584205563,1,1,18,2.586206897,3.364916061,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,AzureOpenAI,TOPIC_EXTRACTION_FEWSHOT_0426,0,940,28200
UC_jfHxaQRH0Dkl2ev9sLi6A,UC_jfHxaQRH0Dkl2ev9sLi6A,socialblade_baseline,0,,,,,,917,480748,30131.67532,64993.84703,11492,2320139,0,14290,1319.272727,2117.386203,766,101584,0,1280,114.7662338,191.0263068,52,8837,12,9605,526.1818182,1293.02847,248,88,88,0,555,34.73684211,76.79745975,6,77,1,5,1.115942029,0.607217179,1,1,6,1.54,1.181662613,1,1,9,2.483870968,2.204101748,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,AzureOpenAI,TOPIC_EXTRACTION_FEWSHOT_0426,0,3266,43400
UC_jobuEMMvOeA51w_r8JWqg,UC_jobuEMMvOeA51w_r8JWqg,socialblade_baseline,0,,,,,,194,66626,6243.220339,11689.49027,1449,368350,3,2259,151.4237288,322.6813953,57,8934,0,163,9.508474576,21.89581355,3,561,16,581,172.8474576,127.8010055,153,176,185,0,571,92.24137931,137.5975967,26.5,59,1,3,1.092592593,0.351198408,1,1,5,1.255319149,0.706124915,1,1,9,1.685714286,1.470722683,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,1,0,0,1,0,1,1,1,0,1,AzureOpenAI,TOPIC_EXTRACTION_FEWSHOT_0426,0,1364,2870
UC_KQtOjpjfFEmgbYEHR_9Eg,UC_KQtOjpjfFEmgbYEHR_9Eg,socialblade_baseline,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,AzureOpenAI,TOPIC_EXTRACTION_FEWSHOT_0426,0,3471,1510
UC_Kwkbfm3m9v5ym-XBRvixg,UC_Kwkbfm3m9v5ym-XBRvixg_socialblade_@HussainiaKazmia_@muhammadxlive512,socialblade,1,@muhammadxlive512,Muhammad X Live,PUBG MOBILE LIVE STREAM WITH |MUHAMMAD X LIVE JOIN FAST ,@HussainiaKazmia,HUSSANIA KAZMIA,0,701375,4966.675472,44757.47443,146,1316169,0,1076,19.87169811,76.1328991,8,5266,0,165,2.686792453,11.00843406,0,712,13,27504,1704.973585,2696.965473,582,204,208,0,2232,23.125,153.7646327,0,265,1,14,1.558823529,1.38014613,1,1,14,4.344262295,3.43940521,3,1,26,8.548387097,7.279371354,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,AzureOpenAI,TOPIC_EXTRACTION_FEWSHOT_0426,NA,4415,5440
UC_kZKYzXhE-Iku9MvueX9pw,UC_kZKYzXhE-Iku9MvueX9pw,socialblade_baseline,0,,,,,,0,159050,355.4630879,2685.073014,70,3529393,0,2087,8.187833619,32.08591454,4,81297,0,146,1.400241716,3.669151837,0,13903,0,42901,3133.601873,3119.456424,2468,133,133,0,10,0.082493956,0.422905835,0,9929,1,16,2.690056895,1.738097353,2,1,95,17.20797227,10.42858013,15,17,174,74.09701493,26.78734675,71.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,AzureOpenAI,TOPIC_EXTRACTION_FEWSHOT_0426,0,146,9790
UC_KzzIv37jU1cwpUt7pxxwQ,UC_KzzIv37jU1cwpUt7pxxwQ,socialblade_baseline,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,AzureOpenAI,TOPIC_EXTRACTION_FEWSHOT_0426,0,860,5280
UC_lKZ7mG4V5FOq6ZDGWcYFg,UC_lKZ7mG4V5FOq6ZDGWcYFg,socialblade_baseline,0,,,,,,134,554508,29926.74242,88955.38806,2998.5,1975165,0,3719,146.1212121,500.5869636,8.5,9644,0,14600,249.6515152,1795.199732,3,16477,74,16008,2008.181818,2957.620613,665,30,169,0,208,13.55384615,35.28589961,1,66,1,6,1.32,0.843704175,1,1,10,2.2,1.900997923,1.5,1,13,3.666666667,3.395498751,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,AzureOpenAI,TOPIC_EXTRACTION_FEWSHOT_0426,0,1598,2600
